# Compile of axi4_lite_Defs.sv was successful.
# Compile of axi4_lite_if.sv was successful.
# Compile of axi4_lite_master.sv was successful.
# Compile of axi4_lite_slave.sv was successful.
# Compile of Top.sv was successful.
# 5 compiles, 0 failed with no errors.
vsim -gui work.Top
# Address: 000000f9 | Write Data: 0000ebef | Read Data: 0000ebef | Data Match
# Address: 000000fa | Write Data: 0000dcdb | Read Data: 0000dcdb | Data Match
# Address: 000000fb | Write Data: 0000f4f7 | Read Data: 0000f4f7 | Data Match
# Address: 000000fc | Write Data: 00007674 | Read Data: 00007674 | Data Match
# Address: 000000fd | Write Data: 00006cce | Read Data: 00006cce | Data Match
# Address: 000000fe | Write Data: 00002389 | Read Data: 00002389 | Data Match
# Address: 000000ff | Write Data: 00000001 | Read Data: 00000001 | Data Match
# Address: 00000100 | Write Data: 0000af29 | Read Data: 0000af29 | Data Match
# Address: 00000101 | Write Data: 000055cf | Read Data: 000055cf | Data Match
# Address: 00000102 | Write Data: 00002aa0 | Read Data: 00002aa0 | Data Match
# Address: 00000103 | Write Data: 0000e61d | Read Data: 0000e61d | Data Match
# Address: 00000104 | Write Data: 00000939 | Read Data: 00000939 | Data Match
# Address: 00000105 | Write Data: 0000553b | Read Data: 0000553b | Data Match
# Address: 00000106 | Write Data: 00009069 | Read Data: 00009069 | Data Match
# Address: 00000107 | Write Data: 0000f87c | Read Data: 0000f87c | Data Match
# Address: 00000108 | Write Data: 000085b4 | Read Data: 000085b4 | Data Match
# Address: 00000109 | Write Data: 000055a1 | Read Data: 000055a1 | Data Match
# Address: 0000010a | Write Data: 0000c358 | Read Data: 0000c358 | Data Match
# Address: 0000010b | Write Data: 0000f703 | Read Data: 0000f703 | Data Match
# Address: 0000010c | Write Data: 0000e8d4 | Read Data: 0000e8d4 | Data Match
# Address: 0000010d | Write Data: 0000e94d | Read Data: 0000e94d | Data Match
# Address: 0000010e | Write Data: 0000383e | Read Data: 0000383e | Data Match
# Address: 0000010f | Write Data: 0000ddde | Read Data: 0000ddde | Data Match
# Address: 00000110 | Write Data: 0000395f | Read Data: 0000395f | Data Match
# Address: 00000111 | Write Data: 00003cc8 | Read Data: 00003cc8 | Data Match
# Address: 00000112 | Write Data: 00003f03 | Read Data: 00003f03 | Data Match
# Address: 00000113 | Write Data: 00000f33 | Read Data: 00000f33 | Data Match
# Address: 00000114 | Write Data: 00006957 | Read Data: 00006957 | Data Match
# Address: 00000115 | Write Data: 000075ca | Read Data: 000075ca | Data Match
# Address: 00000116 | Write Data: 00003c6f | Read Data: 00003c6f | Data Match
# Address: 00000117 | Write Data: 000041c8 | Read Data: 000041c8 | Data Match
# Address: 00000118 | Write Data: 00007e78 | Read Data: 00007e78 | Data Match
# Address: 00000119 | Write Data: 0000fcdb | Read Data: 0000fcdb | Data Match
# Address: 0000011a | Write Data: 000054dc | Read Data: 000054dc | Data Match
# Address: 0000011b | Write Data: 0000384a | Read Data: 0000384a | Data Match
# Address: 0000011c | Write Data: 0000a7f5 | Read Data: 0000a7f5 | Data Match
# Address: 0000011d | Write Data: 0000c140 | Read Data: 0000c140 | Data Match
# Address: 0000011e | Write Data: 00004446 | Read Data: 00004446 | Data Match
# Address: 0000011f | Write Data: 0000d348 | Read Data: 0000d348 | Data Match
# Address: 00000120 | Write Data: 00003be0 | Read Data: 00003be0 | Data Match
# Address: 00000121 | Write Data: 00001a3d | Read Data: 00001a3d | Data Match
# Address: 00000122 | Write Data: 000091c6 | Read Data: 000091c6 | Data Match
# Address: 00000123 | Write Data: 0000f09b | Read Data: 0000f09b | Data Match
# Address: 00000124 | Write Data: 00003cea | Read Data: 00003cea | Data Match
# Address: 00000125 | Write Data: 00008971 | Read Data: 00008971 | Data Match
# Address: 00000126 | Write Data: 00006ef9 | Read Data: 00006ef9 | Data Match
# Address: 00000127 | Write Data: 00005fa6 | Read Data: 00005fa6 | Data Match
# Address: 00000128 | Write Data: 0000a480 | Read Data: 0000a480 | Data Match
# Address: 00000129 | Write Data: 00007efe | Read Data: 00007efe | Data Match
# Address: 0000012a | Write Data: 0000d326 | Read Data: 0000d326 | Data Match
# Address: 0000012b | Write Data: 00005994 | Read Data: 00005994 | Data Match
# Address: 0000012c | Write Data: 00005604 | Read Data: 00005604 | Data Match
# Address: 0000012d | Write Data: 000026ae | Read Data: 000026ae | Data Match
# Address: 0000012e | Write Data: 0000f8a3 | Read Data: 0000f8a3 | Data Match
# Address: 0000012f | Write Data: 00006190 | Read Data: 00006190 | Data Match
# Address: 00000130 | Write Data: 00001d8e | Read Data: 00001d8e | Data Match
# Address: 00000131 | Write Data: 00003164 | Read Data: 00003164 | Data Match
# Address: 00000132 | Write Data: 00008b63 | Read Data: 00008b63 | Data Match
# Address: 00000133 | Write Data: 0000a0f6 | Read Data: 0000a0f6 | Data Match
# Address: 00000134 | Write Data: 0000e303 | Read Data: 0000e303 | Data Match
# Address: 00000135 | Write Data: 0000dad0 | Read Data: 0000dad0 | Data Match
# Address: 00000136 | Write Data: 0000ce18 | Read Data: 0000ce18 | Data Match
# Address: 00000137 | Write Data: 0000e5a9 | Read Data: 0000e5a9 | Data Match
# Address: 00000138 | Write Data: 0000cbd9 | Read Data: 0000cbd9 | Data Match
# Address: 00000139 | Write Data: 0000d287 | Read Data: 0000d287 | Data Match
# Address: 0000013a | Write Data: 000083b2 | Read Data: 000083b2 | Data Match
# Address: 0000013b | Write Data: 0000df04 | Read Data: 0000df04 | Data Match
# Address: 0000013c | Write Data: 000050f7 | Read Data: 000050f7 | Data Match
# Address: 0000013d | Write Data: 0000bc5b | Read Data: 0000bc5b | Data Match
# Address: 0000013e | Write Data: 00007298 | Read Data: 00007298 | Data Match
# Address: 0000013f | Write Data: 0000bd66 | Read Data: 0000bd66 | Data Match
# Address: 00000140 | Write Data: 00009ab8 | Read Data: 00009ab8 | Data Match
# Address: 00000141 | Write Data: 00004d18 | Read Data: 00004d18 | Data Match
# Address: 00000142 | Write Data: 000081a4 | Read Data: 000081a4 | Data Match
# Address: 00000143 | Write Data: 00005407 | Read Data: 00005407 | Data Match
# Address: 00000144 | Write Data: 000045ae | Read Data: 000045ae | Data Match
# Address: 00000145 | Write Data: 0000c884 | Read Data: 0000c884 | Data Match
# Address: 00000146 | Write Data: 000042d2 | Read Data: 000042d2 | Data Match
# Address: 00000147 | Write Data: 00005808 | Read Data: 00005808 | Data Match
# Address: 00000148 | Write Data: 000076e5 | Read Data: 000076e5 | Data Match
# Address: 00000149 | Write Data: 00007dc2 | Read Data: 00007dc2 | Data Match
# Address: 0000014a | Write Data: 0000a739 | Read Data: 0000a739 | Data Match
# Address: 0000014b | Write Data: 0000abea | Read Data: 0000abea | Data Match
# Address: 0000014c | Write Data: 0000f139 | Read Data: 0000f139 | Data Match
# Address: 0000014d | Write Data: 0000a310 | Read Data: 0000a310 | Data Match
# Address: 0000014e | Write Data: 00007248 | Read Data: 00007248 | Data Match
# Address: 0000014f | Write Data: 000005a4 | Read Data: 000005a4 | Data Match
# Address: 00000150 | Write Data: 0000a478 | Read Data: 0000a478 | Data Match
# Address: 00000151 | Write Data: 0000c654 | Read Data: 0000c654 | Data Match
# Address: 00000152 | Write Data: 00000f54 | Read Data: 00000f54 | Data Match
# Address: 00000153 | Write Data: 00001e6e | Read Data: 00001e6e | Data Match
# Address: 00000154 | Write Data: 0000087e | Read Data: 0000087e | Data Match
# Address: 00000155 | Write Data: 00005288 | Read Data: 00005288 | Data Match
# Address: 00000156 | Write Data: 0000129b | Read Data: 0000129b | Data Match
# Address: 00000157 | Write Data: 00005c9a | Read Data: 00005c9a | Data Match
# Address: 00000158 | Write Data: 00002c91 | Read Data: 00002c91 | Data Match
# Address: 00000159 | Write Data: 0000fdf1 | Read Data: 0000fdf1 | Data Match
# Address: 0000015a | Write Data: 0000c406 | Read Data: 0000c406 | Data Match
# Address: 0000015b | Write Data: 00006518 | Read Data: 00006518 | Data Match
# Address: 0000015c | Write Data: 0000314c | Read Data: 0000314c | Data Match
# Address: 0000015d | Write Data: 0000dea8 | Read Data: 0000dea8 | Data Match
# Address: 0000015e | Write Data: 00002b05 | Read Data: 00002b05 | Data Match
# Address: 0000015f | Write Data: 00000e67 | Read Data: 00000e67 | Data Match
# Address: 00000160 | Write Data: 000085ab | Read Data: 000085ab | Data Match
# Address: 00000161 | Write Data: 00008cb5 | Read Data: 00008cb5 | Data Match
# Address: 00000162 | Write Data: 0000ded7 | Read Data: 0000ded7 | Data Match
# Address: 00000163 | Write Data: 0000b202 | Read Data: 0000b202 | Data Match
# Address: 00000164 | Write Data: 0000c271 | Read Data: 0000c271 | Data Match
# Address: 00000165 | Write Data: 0000c9de | Read Data: 0000c9de | Data Match
# Address: 00000166 | Write Data: 00000424 | Read Data: 00000424 | Data Match
# Address: 00000167 | Write Data: 0000e3af | Read Data: 0000e3af | Data Match
# Address: 00000168 | Write Data: 00000bd0 | Read Data: 00000bd0 | Data Match
# Address: 00000169 | Write Data: 0000caee | Read Data: 0000caee | Data Match
# Address: 0000016a | Write Data: 0000f0df | Read Data: 0000f0df | Data Match
# Address: 0000016b | Write Data: 00003198 | Read Data: 00003198 | Data Match
# Address: 0000016c | Write Data: 000014f3 | Read Data: 000014f3 | Data Match
# Address: 0000016d | Write Data: 00001e9a | Read Data: 00001e9a | Data Match
# Address: 0000016e | Write Data: 0000f17e | Read Data: 0000f17e | Data Match
# Address: 0000016f | Write Data: 0000c21a | Read Data: 0000c21a | Data Match
# Address: 00000170 | Write Data: 0000d9c3 | Read Data: 0000d9c3 | Data Match
# Address: 00000171 | Write Data: 0000c428 | Read Data: 0000c428 | Data Match
# Address: 00000172 | Write Data: 00002f36 | Read Data: 00002f36 | Data Match
# Address: 00000173 | Write Data: 00003d05 | Read Data: 00003d05 | Data Match
# Address: 00000174 | Write Data: 0000bdc5 | Read Data: 0000bdc5 | Data Match
# Address: 00000175 | Write Data: 0000239f | Read Data: 0000239f | Data Match
# Address: 00000176 | Write Data: 00000fe2 | Read Data: 00000fe2 | Data Match
# Address: 00000177 | Write Data: 00001a9b | Read Data: 00001a9b | Data Match
# Address: 00000178 | Write Data: 0000facc | Read Data: 0000facc | Data Match
# Address: 00000179 | Write Data: 0000274a | Read Data: 0000274a | Data Match
# Address: 0000017a | Write Data: 000020f4 | Read Data: 000020f4 | Data Match
# Address: 0000017b | Write Data: 0000983f | Read Data: 0000983f | Data Match
# Address: 0000017c | Write Data: 0000db4a | Read Data: 0000db4a | Data Match
# Address: 0000017d | Write Data: 0000d90a | Read Data: 0000d90a | Data Match
# Address: 0000017e | Write Data: 0000fed3 | Read Data: 0000fed3 | Data Match
# Address: 0000017f | Write Data: 00006994 | Read Data: 00006994 | Data Match
# Address: 00000180 | Write Data: 00002568 | Read Data: 00002568 | Data Match
# Address: 00000181 | Write Data: 000060b7 | Read Data: 000060b7 | Data Match
# Address: 00000182 | Write Data: 0000668a | Read Data: 0000668a | Data Match
# Address: 00000183 | Write Data: 0000f5a6 | Read Data: 0000f5a6 | Data Match
# Address: 00000184 | Write Data: 0000414b | Read Data: 0000414b | Data Match
# Address: 00000185 | Write Data: 0000f30d | Read Data: 0000f30d | Data Match
# Address: 00000186 | Write Data: 0000d1c5 | Read Data: 0000d1c5 | Data Match
# Address: 00000187 | Write Data: 000099a0 | Read Data: 000099a0 | Data Match
# Address: 00000188 | Write Data: 000085bc | Read Data: 000085bc | Data Match
# Address: 00000189 | Write Data: 0000b3b3 | Read Data: 0000b3b3 | Data Match
# Address: 0000018a | Write Data: 00003ded | Read Data: 00003ded | Data Match
# Address: 0000018b | Write Data: 00008b9f | Read Data: 00008b9f | Data Match
# Address: 0000018c | Write Data: 0000c06a | Read Data: 0000c06a | Data Match
# Address: 0000018d | Write Data: 000093a8 | Read Data: 000093a8 | Data Match
# Address: 0000018e | Write Data: 00000de5 | Read Data: 00000de5 | Data Match
# Address: 0000018f | Write Data: 000025c3 | Read Data: 000025c3 | Data Match
# Address: 00000190 | Write Data: 0000e4b9 | Read Data: 0000e4b9 | Data Match
# Address: 00000191 | Write Data: 000008f1 | Read Data: 000008f1 | Data Match
# Address: 00000192 | Write Data: 00000cd1 | Read Data: 00000cd1 | Data Match
# Address: 00000193 | Write Data: 0000b784 | Read Data: 0000b784 | Data Match
# Address: 00000194 | Write Data: 00003873 | Read Data: 00003873 | Data Match
# Address: 00000195 | Write Data: 00007cb7 | Read Data: 00007cb7 | Data Match
# Address: 00000196 | Write Data: 0000a217 | Read Data: 0000a217 | Data Match
# Address: 00000197 | Write Data: 000050bf | Read Data: 000050bf | Data Match
# Address: 00000198 | Write Data: 00001203 | Read Data: 00001203 | Data Match
# Address: 00000199 | Write Data: 0000ed8c | Read Data: 0000ed8c | Data Match
# Address: 0000019a | Write Data: 000082a8 | Read Data: 000082a8 | Data Match
# Address: 0000019b | Write Data: 00003341 | Read Data: 00003341 | Data Match
# Address: 0000019c | Write Data: 00004ed7 | Read Data: 00004ed7 | Data Match
# Address: 0000019d | Write Data: 00003d1f | Read Data: 00003d1f | Data Match
# Address: 0000019e | Write Data: 00000e0c | Read Data: 00000e0c | Data Match
# Address: 0000019f | Write Data: 00000cf0 | Read Data: 00000cf0 | Data Match
# Address: 000001a0 | Write Data: 0000247f | Read Data: 0000247f | Data Match
# Address: 000001a1 | Write Data: 00004957 | Read Data: 00004957 | Data Match
# Address: 000001a2 | Write Data: 0000f53e | Read Data: 0000f53e | Data Match
# Address: 000001a3 | Write Data: 000086b6 | Read Data: 000086b6 | Data Match
# Address: 000001a4 | Write Data: 00002909 | Read Data: 00002909 | Data Match
# Address: 000001a5 | Write Data: 00005bca | Read Data: 00005bca | Data Match
# Address: 000001a6 | Write Data: 00006adc | Read Data: 00006adc | Data Match
# Address: 000001a7 | Write Data: 00001e84 | Read Data: 00001e84 | Data Match
# Address: 000001a8 | Write Data: 000098b7 | Read Data: 000098b7 | Data Match
# Address: 000001a9 | Write Data: 00006ec4 | Read Data: 00006ec4 | Data Match
# Address: 000001aa | Write Data: 0000291c | Read Data: 0000291c | Data Match
# Address: 000001ab | Write Data: 0000e4a8 | Read Data: 0000e4a8 | Data Match
# Address: 000001ac | Write Data: 000034e3 | Read Data: 000034e3 | Data Match
# Address: 000001ad | Write Data: 00008ee3 | Read Data: 00008ee3 | Data Match
# Address: 000001ae | Write Data: 00001ccc | Read Data: 00001ccc | Data Match
# Address: 000001af | Write Data: 0000264f | Read Data: 0000264f | Data Match
# Address: 000001b0 | Write Data: 00005bb6 | Read Data: 00005bb6 | Data Match
# Address: 000001b1 | Write Data: 0000457f | Read Data: 0000457f | Data Match
# Address: 000001b2 | Write Data: 0000e675 | Read Data: 0000e675 | Data Match
# Address: 000001b3 | Write Data: 000095fc | Read Data: 000095fc | Data Match
# Address: 000001b4 | Write Data: 00007a2a | Read Data: 00007a2a | Data Match
# Address: 000001b5 | Write Data: 00006087 | Read Data: 00006087 | Data Match
# Address: 000001b6 | Write Data: 00007083 | Read Data: 00007083 | Data Match
# Address: 000001b7 | Write Data: 0000dab4 | Read Data: 0000dab4 | Data Match
# Address: 000001b8 | Write Data: 00009c97 | Read Data: 00009c97 | Data Match
# Address: 000001b9 | Write Data: 0000750c | Read Data: 0000750c | Data Match
# Address: 000001ba | Write Data: 00004da5 | Read Data: 00004da5 | Data Match
# Address: 000001bb | Write Data: 000078c3 | Read Data: 000078c3 | Data Match
# Address: 000001bc | Write Data: 0000564a | Read Data: 0000564a | Data Match
# Address: 000001bd | Write Data: 0000c51d | Read Data: 0000c51d | Data Match
# Address: 000001be | Write Data: 0000b410 | Read Data: 0000b410 | Data Match
# Address: 000001bf | Write Data: 0000694f | Read Data: 0000694f | Data Match
# Address: 000001c0 | Write Data: 0000febf | Read Data: 0000febf | Data Match
# Address: 000001c1 | Write Data: 0000881f | Read Data: 0000881f | Data Match
# Address: 000001c2 | Write Data: 0000dbc4 | Read Data: 0000dbc4 | Data Match
# Address: 000001c3 | Write Data: 00001fb2 | Read Data: 00001fb2 | Data Match
# Address: 000001c4 | Write Data: 00009df6 | Read Data: 00009df6 | Data Match
# Address: 000001c5 | Write Data: 000066bf | Read Data: 000066bf | Data Match
# Address: 000001c6 | Write Data: 00002005 | Read Data: 00002005 | Data Match
# Address: 000001c7 | Write Data: 00005e05 | Read Data: 00005e05 | Data Match
# Address: 000001c8 | Write Data: 000008ed | Read Data: 000008ed | Data Match
# Address: 000001c9 | Write Data: 00007860 | Read Data: 00007860 | Data Match
# Address: 000001ca | Write Data: 0000085f | Read Data: 0000085f | Data Match
# Address: 000001cb | Write Data: 00008b3d | Read Data: 00008b3d | Data Match
# Address: 000001cc | Write Data: 0000705b | Read Data: 0000705b | Data Match
