# Compile of axi4_lite_Defs.sv was successful.
# Compile of axi4_lite_if.sv was successful.
# Compile of axi4_lite_master.sv was successful.
# Compile of axi4_lite_slave.sv was successful.
# Compile of Top.sv was successful.
# 5 compiles, 0 failed with no errors.
vsim -gui work.Top
# ** Info: SR_state_transition_RESP_a: ASSERTION PASS => when in RESP state then next state is IDLE in the next clock cycle
#    Time: 975 ns Started: 965 ns  Scope: Top.SR_state_transition_RESP_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 455
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 985 ns Started: 975 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: SR_state_transition_ADDR_a: ASSERTION PASS => when in ADDR state then next state is DATA in the next clock cycle
#    Time: 1005 ns Started: 995 ns  Scope: Top.SR_state_transition_ADDR_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 439
# ** Info: SR_state_transition_DATA_a: ASSERTION PASS => when in DATA state and RREADY is high then next state is RESP in the next clock cycle
#    Time: 1015 ns Started: 1005 ns  Scope: Top.SR_state_transition_DATA_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 447
#                 1025	Input Read Address: 00000013 | Read Address(ARADDR): 00000013 | Default Read Data(RDATA): xxxxxxxx | Default data in memory array(mem): xxxxxxxx
# ** Info: MR_state_transition_RESP_a: ASSERTION PASS => when in RESP state then next state is IDLE in the next clock cycle
#    Time: 1025 ns Started: 1015 ns  Scope: Top.MR_state_transition_RESP_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 372
# ** Info: SR_state_transition_RESP_a: ASSERTION PASS => when in RESP state then next state is IDLE in the next clock cycle
#    Time: 1025 ns Started: 1015 ns  Scope: Top.SR_state_transition_RESP_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 455
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 1035 ns Started: 1025 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 1045 ns Started: 1035 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 1055 ns Started: 1045 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 1065 ns Started: 1055 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 1075 ns Started: 1065 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 1085 ns Started: 1075 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 1095 ns Started: 1085 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 1105 ns Started: 1095 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 1115 ns Started: 1105 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 1125 ns Started: 1115 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# 
# 
# Write to a single location
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 1135 ns Started: 1125 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 1145 ns Started: 1135 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 1155 ns Started: 1145 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 1165 ns Started: 1155 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: SW_state_transition_ADDR_a: ASSERTION PASS => when in ADDR state then next state is DATA in the next clock cycle
#    Time: 1175 ns Started: 1165 ns  Scope: Top.SW_state_transition_ADDR_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 485
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 1175 ns Started: 1165 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: SW_state_transition_DATA_a: ASSERTION PASS => when in DATA state and BREADY is high then next state is RESP in the next clock cycle
#    Time: 1185 ns Started: 1175 ns  Scope: Top.SW_state_transition_DATA_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 493
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 1185 ns Started: 1175 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# Input Write Address: 00000111 | Input Write Data: 00fa88f4 | Write Address(AWADDR): 00000111 | Write data(WDATA): 00fa88f4 | Data in memory array(mem): 00fa88f4
# ** Info: MW_state_transition_RESP_a: ASSERTION PASS => when in RESP state then next state is IDLE in the next clock cycle
#    Time: 1195 ns Started: 1185 ns  Scope: Top.MW_state_transition_RESP_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 409
# ** Info: SW_state_transition_RESP_a: ASSERTION PASS => when in RESP state then next state is not IDLE in the next clock cycle
#    Time: 1195 ns Started: 1185 ns  Scope: Top.SW_state_transition_RESP_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 502
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 1195 ns Started: 1185 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 1205 ns Started: 1195 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 1215 ns Started: 1205 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 1225 ns Started: 1215 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 1235 ns Started: 1225 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 1245 ns Started: 1235 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 1255 ns Started: 1245 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 1265 ns Started: 1255 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 1275 ns Started: 1265 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 1285 ns Started: 1275 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 1295 ns Started: 1285 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# 
# 
# Read from a single location
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 1305 ns Started: 1295 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 1315 ns Started: 1305 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 1325 ns Started: 1315 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: SR_state_transition_ADDR_a: ASSERTION PASS => when in ADDR state then next state is DATA in the next clock cycle
#    Time: 1345 ns Started: 1335 ns  Scope: Top.SR_state_transition_ADDR_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 439
# ** Info: SR_state_transition_DATA_a: ASSERTION PASS => when in DATA state and RREADY is high then next state is RESP in the next clock cycle
#    Time: 1355 ns Started: 1345 ns  Scope: Top.SR_state_transition_DATA_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 447
# Input Read Address: 00000111 | Read Address(AWADDR): 00000111 | Read data(RDATA): 00fa88f4 | Data in memory array(mem): 00fa88f4
# ** Info: MR_state_transition_RESP_a: ASSERTION PASS => when in RESP state then next state is IDLE in the next clock cycle
#    Time: 1365 ns Started: 1355 ns  Scope: Top.MR_state_transition_RESP_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 372
# ** Info: SR_state_transition_RESP_a: ASSERTION PASS => when in RESP state then next state is IDLE in the next clock cycle
#    Time: 1365 ns Started: 1355 ns  Scope: Top.SR_state_transition_RESP_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 455
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 1375 ns Started: 1365 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 1385 ns Started: 1375 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 1395 ns Started: 1385 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 1405 ns Started: 1395 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 1415 ns Started: 1405 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 1425 ns Started: 1415 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 1435 ns Started: 1425 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 1445 ns Started: 1435 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 1455 ns Started: 1445 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 1465 ns Started: 1455 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# 
# 
# Write and read at the same time to different locations
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 1475 ns Started: 1465 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 1485 ns Started: 1475 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 1495 ns Started: 1485 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 1505 ns Started: 1495 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 1515 ns Started: 1505 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 1525 ns Started: 1515 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 1535 ns Started: 1525 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 1545 ns Started: 1535 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: MR_state_transition_IDLE_a: ASSERTION PASS => When in IDLE state and rd_en is high then next state is ADDR in the next clock cycle
#    Time: 1555 ns Started: 1545 ns  Scope: Top.MR_state_transition_IDLE_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 343
# ** Info: SW_state_transition_ADDR_a: ASSERTION PASS => when in ADDR state then next state is DATA in the next clock cycle
#    Time: 1565 ns Started: 1555 ns  Scope: Top.SW_state_transition_ADDR_a File: N:/Desktop/AXI4_LITE/Top.sv Line: 485
# ** Info: SW_state_transition_DATA_a: ASSERTION PASS => when in DATA state and BREADY is high then next state is RESP in the next clock cycle
